Country,capital_city,region,continent,alliance,NATO_Status,year,power_index_rank,power_index_score,active_personnel,reserve_personnel,total_personnel,total_aircraft,fighter_aircraft,attack_aircraft,transport_aircraft,helicopters,tanks,armored_vehicles,artillery_units,naval_assets,aircraft_carriers,submarines,defense_budget_usd,gdp_usd,population,land_area_sq_km,coastline_km,fit_for_service,population_reaching_military_age_annually,paramilitary,trainer_aircraft,special_mission_aircraft,tanker_aircraft,attack_helicopters,self_propelled_artillery,towed_artillery,rocket_projectors,helicopter_carriers,destroyers,frigates,corvettes,coastal_patrol_craft,mine_warfare_craft,external_debt_usd,foreign_exchange_and_gold_reserves_usd,labour_force,total_merchant_marine_fleet,major_ports_and_terminals,roadway_coverage_km,railway_coverage_km,total_serviceable_airports,waterway_coverage_km,oil_production_bbl,oil_consumption_bbl,proven_oil_reserves_bbl,natural_gas_production_cum,natural_gas_consumption_cum,proven_natural_gas_reserves_cum,coal_production_cum,coal_consumption_mt,proven_coal_reserves_cum,border_coverage_km,kpi_budget_gdp_percent,kpi_active_per_1k_capita,kpi_equipment_per_1m_capita,score_active_personnel,score_reserve_personnel,score_total_personnel,score_total_aircraft,score_fighter_aircraft,score_attack_aircraft,score_transport_aircraft,score_helicopters,score_tanks,score_armored_vehicles,score_artillery_units,score_naval_assets,score_aircraft_carriers,score_submarines,score_defense_budget_usd,score_gdp_usd,score_population,score_land_area_sq_km,score_coastline_km,score_kpi_budget_gdp_percent,score_kpi_active_per_1k_capita,score_kpi_equipment_per_1m_capita,score_power_index
Tanzania,Dodoma,Africa,Africa,Neutral/Other,Non-NATO,2025,48,3.5,27000,80000,12143182,39,14,0,6,12,62,1072,0,12,0,0,1406745334.0,234050000000.0,67462121,947300.0,1424.0,6678750.0,607159.0,6500.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,18983500000.0,5693050000.0,31219000.0,381.0,8.0,145203.0,4097.0,206.0,0.0,0.0,58000.0,0.0,1808000000.0,1808000000.0,6513000000.0,2511000.0,802000.0,1410000000.0,4161.0,0.6010447912839137,0.40022459418374945,1.675014042324581,0.013267813267813268,0.016,0.015783806755847923,0.0029901096373533696,0.007821229050279328,0.0,0.006535947712418302,0.0020537395173712133,0.009117647058823529,0.0025211863866142353,0.0,0.015915119363395226,0.0,0.0,0.001556164380224942,0.0073280021554209835,0.04742989321351698,0.055363633667871066,0.0070467141726049095,0.03243237540297078,0.007973767369260582,0.007585431799855139,0.0
Thailand,Bangkok,Asia,Asia,Neutral/Other,Non-NATO,2025,23,0.3738,360850,200000,36358919,493,72,20,54,258,635,16935,665,293,0,0,5887883500.0,1516000000000.0,69920998,513120.0,3219.0,27968399.0,1118736.0,25000.0,135.0,26.0,0.0,7.0,50.0,589.0,26.0,1.0,0.0,7.0,6.0,49.0,5.0,102694000000.0,224470000000.0,40814000.0,884.0,21.0,180053.0,4127.0,108.0,4000.0,386000.0,1248000.0,252750000.0,30797000000.0,48898000000.0,138243000000.0,13642000.0,36030000.0,1063000000.0,5673.0,0.3883828166226913,5.160824506538079,20.322936466095634,0.17732186732186733,0.04,0.04747815322115526,0.03779805259526183,0.04022346368715084,0.022497187851518562,0.05882352941176471,0.044155399623481084,0.09338235294117646,0.043000518017040974,0.039872886437222685,0.3885941644562334,0.0,0.0,0.006563100987054546,0.04838752916517185,0.04916800948814946,0.02996931192898527,0.01592933491686461,0.019315727490770977,0.10282030301671193,0.09203400368060016,0.9117475501633224
Tunisia,Tunis,Africa,Africa,Neutral/Other,Non-NATO,2025,48,3.5,89800,0,6024424,154,10,0,11,101,90,7913,85,58,0,0,1400000000.0,153637000000.0,12048847,163610.0,1148.0,5181004.0,204830.0,12000.0,28.0,4.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,27084500000.0,9240000000.0,4445000.0,72.0,16.0,20000.0,2173.0,14.0,0.0,35000.0,108000.0,425000000.0,1323000000.0,5153000000.0,65129000000.0,0.0,2000.0,0.0,1495.0,0.9112388291882814,7.452995294902491,25.06463896503956,0.04412776412776413,0.0,0.007775376701071103,0.011807099593651768,0.005586592178770949,0.0,0.01198257080610022,0.01728564093787438,0.013235294117647057,0.01997810548664256,0.005096534356637487,0.07692307692307691,0.0,0.0,0.001548627576297283,0.004752457285936919,0.008259689348066023,0.009527169520403628,0.005680918448139351,0.05156464381219971,0.14848775300016068,0.11350717346431476,0.0
Turkiye,Unknown,Middle East,Asia,NATO,NATO,2025,48,3.5,355200,378700,42985080,1083,201,0,84,508,2238,61173,3041,182,0,13,47000000000.0,2936000000000.0,84119531,783562.0,7200.0,36087279.0,1430032.0,150000.0,287.0,28.0,7.0,111.0,1038.0,1707.0,296.0,1.0,0.0,17.0,9.0,41.0,11.0,294441000000.0,140858000000.0,35071000.0,1170.0,54.0,67333.0,11497.0,115.0,1200.0,83000.0,1077000.0,366000000.0,379701000.0,2887000000.0,3794000000.0,88746000.0,123976000.0,11525000000.0,2816.0,1.6008174386920981,4.222562772015455,41.643123283699715,0.17454545454545456,0.07574,0.05615068887302939,0.08303304454496666,0.11229050279329608,0.0,0.09150326797385622,0.0869416395687147,0.3291176470588235,0.15588740402011844,0.18233601151217171,0.24137931034482757,0.0,0.18571428571428572,0.05249914523802607,0.09386865429005677,0.05920458361658541,0.045786924807763085,0.035629453681710214,0.09409674125488923,0.08412709697368832,0.18858413339812047,0.0
Turkmenistan,Ashgabat,Asia,Asia,Neutral/Other,Non-NATO,2025,48,3.5,36500,0,2768681,91,24,27,5,26,654,5016,687,16,0,0,1078020000.0,94790000000.0,5744151,488100.0,1768.0,2245963.0,109139.0,3500.0,9.0,0.0,0.0,10.0,73.0,450.0,164.0,0.0,0.0,0.0,0.0,16.0,0.0,2134500000.0,23415400000.0,2163000.0,73.0,0.0,58592.0,5113.0,23.0,1300.0,272000.0,152000.0,600000000.0,86472000000.0,41561000000.0,11327000000000.0,0.0,0.0,800000000.0,4158.0,1.1372718641206878,6.3542897810311745,132.4825896812253,0.017936117936117938,0.0,0.003514154065394183,0.006976922487157863,0.013407821229050279,0.03037120359955006,0.0054466230936819175,0.004449768954304295,0.09617647058823528,0.012585517468402235,0.04119198944717592,0.021220159151193633,0.0,0.0,0.0011888677588252777,0.0028676489970467056,0.0038030635289582537,0.028505942059560325,0.008749010292953286,0.0655059971757117,0.12659798834738786,0.5999577456081958,0.0
Uganda,Kampala,Africa,Africa,Neutral/Other,Non-NATO,2025,48,3.5,45000,0,16756234,51,6,0,0,30,259,3862,44,0,0,0,985400000.0,135668000000.0,49283041,241038.0,0.0,9905891.0,985661.0,10000.0,12.0,0.0,0.0,6.0,6.0,26.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,11818000000.0,3506500000.0,18881000.0,0.0,0.0,20544.0,1244.0,39.0,0.0,0.0,43000.0,2500000000.0,0.0,0.0,14158000000.0,0.0,0.0,800000000.0,2729.0,0.7263319279417402,0.9130930049547876,6.290196256355204,0.022113022113022116,0.0,0.021821519684035035,0.003910143371923637,0.0033519553072625698,0.0,0.0,0.005134348793428034,0.038088235294117645,0.00964073093990747,0.0026382060199064633,0.0,0.0,0.0,0.0010853801065044593,0.004176928879338991,0.034579573817367565,0.01405577872303491,0.0,0.04015988410350964,0.01819176360927447,0.028485644600369633,0.0
Ukraine,Kyiv,Europe,Europe,Neutral/Other,Non-NATO,2025,14,0.2516,900000,1200000,18187531,324,70,36,24,136,1114,18920,1552,89,0,0,53700000000.0,559981000000.0,35661826,603550.0,2782.0,12731272.0,392280.0,100000.0,73.0,3.0,0.0,39.0,658.0,615.0,279.0,0.0,0.0,0.0,0.0,33.0,3.0,132000000000.0,40510000000.0,20312000.0,410.0,26.0,169694.0,21733.0,148.0,1672.0,3000.0,248000.0,395000000.0,18725000000.0,22856000000.0,1104000000000.0,4248000.0,10953000.0,34375000000.0,5581.0,9.589611076090081,25.237070025522527,42.818895476636555,0.44226044226044225,0.24,0.0236948478843188,0.024840910833397227,0.03910614525139664,0.040494938132733416,0.026143790849673207,0.023275714530207083,0.1638235294117647,0.048065857063022,0.09305672142942799,0.11803713527851459,0.0,0.0,0.05998529585937657,0.01776723355899765,0.0249510907855738,0.03525838216448078,0.013766825019794142,0.5868326596149966,0.502803996530173,0.19390870952484424,0.947386840877275
United Arab Emirates,Abu Dhabi,Middle East,Asia,Neutral/Other,Non-NATO,2025,48,3.5,65000,130000,5818684,551,99,16,37,247,354,8707,313,181,0,0,2212360382.0,719733000000.0,10032213,83600.0,1318.0,4945881.0,80258.0,12000.0,147.0,27.0,4.0,30.0,165.0,99.0,49.0,0.0,0.0,0.0,11.0,34.0,2.0,264000000000.0,189491000000.0,6668000.0,655.0,20.0,4080.0,0.0,42.0,0.0,4146000.0,939000.0,97800000000.0,56683000000.0,66091000000.0,6091000000.0,0.0,3273000.0,0.0,1066.0,0.30738626435080785,6.479128782453084,108.25129011913921,0.03194103194103194,0.026,0.007506097478152043,0.042244882312351455,0.0553072625698324,0.01799775028121485,0.040305010893246195,0.04227280506589081,0.05205882352941176,0.02200424110503497,0.018767238277970978,0.24005305039787797,0.0,0.0,0.002456307005919646,0.022883924193469914,0.006834183161551942,0.004847544290479971,0.0065221694378463976,0.014319990665018156,0.1290851847126669,0.49022441465953126,0.0
United Kingdom,London,Europe,Europe,NATO,NATO,2025,5,0.1435,184860,924000,31491165,631,113,31,29,266,227,38200,226,109,2,9,71500540000.0,3700000000000.0,68459055,243610.0,12429.0,25192932.0,753050.0,0.0,203.0,28.0,9.0,37.0,71.0,126.0,29.0,0.0,6.0,8.0,0.0,26.0,7.0,9593749000000.0,177915000000.0,35275000.0,868.0,185.0,394428.0,16390.0,1043.0,3200.0,753000.0,1397000.0,2500000000.0,37758000000.0,70141000000.0,180661000000.0,1891000.0,8568000.0,26000000.0,443.0,1.932447027027027,2.700300201339326,14.125231497863941,0.09084029484029485,0.1848,0.041107078007384744,0.04837844054281991,0.06312849162011172,0.03487064116985377,0.03159041394335512,0.045524559301728565,0.03338235294117647,0.09726471691517023,0.0135507854658832,0.1445623342175066,0.18181818181818182,0.12857142857142856,0.07987447848346232,0.11833878076569908,0.048134599959781414,0.01420620987028355,0.06150534441805226,0.11455111987328825,0.05379870688996643,0.06396721309602611,0.9789139057396175
United States,Washington,North America,North America,NATO,NATO,2025,1,0.0712,1328000,799500,150463900,13043,1790,889,918,5843,4640,391963,2524,440,11,70,895000000000.0,24662000000000.0,341963408,9833517.0,19924.0,124816644.0,4445524.0,0.0,2647.0,647.0,605.0,1002.0,671.0,1212.0,641.0,9.0,81.0,0.0,26.0,0.0,8.0,22303546100000.0,773426000000.0,170549000.0,3533.0,666.0,6586610.0,293564.0,15873.0,41009.0,20879000.0,20245000.0,38212000000.0,1029000000000.0,914301000000.0,13402000000000.0,548849000.0,476044000.0,248941000000.0,12002.0,3.629064958235342,3.8834564428016227,52.99689842838389,0.6525798525798526,0.1599,0.1968224742811053,1.0,0.9999999999999999,1.0,1.0,1.0,0.6823529411764705,1.0,0.15133709077827076,0.583554376657825,1.0,1.0,1.0,0.7897298687007961,0.24146772200375707,0.5751007324277323,0.09859461599366588,0.2191957799289261,0.07737100296574846,0.2400005901290566,1.0
Uruguay,Montevideo,South America,South America,Neutral/Other,Non-NATO,2025,48,3.5,25000,0,1575652,43,0,6,6,12,31,3042,80,14,0,0,772400000.0,105096000000.0,3425330,176215.0,660.0,1322177.0,54805.0,5000.0,12.0,5.0,2.0,0.0,6.0,70.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,49500000000.0,16257000000.0,1775000.0,58.0,8.0,77732.0,1673.0,64.0,1600.0,400.0,52000.0,0.0,0.0,86037000.0,0.0,0.0,18000.0,0.0,1591.0,0.7349470959884297,7.298566853412663,25.690955324012577,0.012285012285012286,0.0,0.0019526787954422858,0.0032967875488767923,0.0,0.006749156355455569,0.006535947712418302,0.0020537395173712133,0.0045588235294117645,0.007548248311341,0.004796738218011752,0.01856763925729443,0.0,0.0,0.0008473875569003314,0.0031977394727770326,0.0021639492023532454,0.010264410815531583,0.0032660332541567696,0.040691253786091,0.14541103936103833,0.11634349597032202,0.0
Uzbekistan,Toskent,Asia,Asia,Neutral/Other,Non-NATO,2025,48,3.5,48000,0,18990708,192,58,13,13,101,340,2970,491,0,0,0,2803500000.0,319174000000.0,36520593,447400.0,420.0,15959499.0,730412.0,20000.0,7.0,0.0,0.0,34.0,147.0,236.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,19652500000.0,34558000000.0,14270000.0,0.0,0.0,86496.0,4642.0,74.0,1100.0,64000.0,91000.0,594000000.0,47500000000.0,43227000000.0,1841000000000.0,5356000.0,7396000.0,1375000000.0,6893.0,0.8783610193812779,1.3143269606821553,14.567123814227221,0.023587223587223587,0.0,0.024746072140304325,0.014720539753124283,0.03240223463687151,0.014623172103487066,0.014161220043572986,0.01728564093787438,0.049999999999999996,0.0073645181293205296,0.029439980813047127,0.0,0.0,0.0,0.003116808531083168,0.010054435461851056,0.025558130868838354,0.026125480281558915,0.0020783847980997625,0.04953679348282266,0.026185640722556917,0.06596835693360364,0.0
Venezuela,Caracas,South America,South America,Neutral/Other,Non-NATO,2025,43,0.9447,109000,8000,15625153,229,30,0,49,88,172,8802,184,34,0,1,4093120000.0,295974800000.0,31250306,912050.0,2800.0,12812625.0,625006.0,220000.0,75.0,3.0,1.0,10.0,48.0,100.0,36.0,0.0,0.0,1.0,0.0,25.0,0.0,110330000000.0,10095500000.0,11548000.0,272.0,31.0,96189.0,447.0,502.0,7100.0,761000.0,367000.0,303806000000.0,17696000000.0,17696000000.0,5674000000000.0,197000.0,82000.0,730999000.0,5267.0,1.3829285466195096,3.4879658458384375,13.919863696694682,0.053562653562653564,0.0015999999999999999,0.020341123977130622,0.01755731043471594,0.01675977653631285,0.0,0.05337690631808279,0.015060756460722231,0.02529411764705882,0.022246662872978648,0.011032497901427029,0.04509283819628647,0.0,0.014285714285714285,0.0045577472720243675,0.009311389181571317,0.021832701899970067,0.05330193151370523,0.013855898653998418,0.08065770549944545,0.06949155212053981,0.06303718898262005,0.7452461502566495
Vietnam,Hanoi,Asia,Asia,Neutral/Other,Non-NATO,2025,18,0.2855,600000,5000000,54994667,246,41,32,9,101,1374,11912,1049,110,0,9,8594000000.0,1354000000000.0,105758975,331210.0,3444.0,45053323.0,1797903.0,250000.0,60.0,3.0,0.0,0.0,40.0,535.0,474.0,0.0,0.0,9.0,16.0,35.0,8.0,110000000000.0,97955500000.0,56149000.0,1973.0,16.0,195468.0,2600.0,42.0,47130.0,187000.0,494000.0,4400000000.0,7676000000.0,7676000000.0,699426000000.0,43614000.0,83116000.0,3360000000.0,4616.0,0.6347119645494831,5.673277374331588,16.357949762656077,0.29484029484029484,1.0,0.07186922807269326,0.018860691558690485,0.02290502793296089,0.0359955005624297,0.009803921568627453,0.01728564093787438,0.20205882352941174,0.03018278601302953,0.0628972298836791,0.14588859416445624,0.0,0.12857142857142856,0.009586742138983181,0.043198837425572297,0.07450094443105397,0.019329759053402066,0.017042755344418053,0.034508912398486705,0.11303002029765408,0.07407825198759727,0.9375000000000001
Yemen,Sanaa,Middle East,Asia,Neutral/Other,Non-NATO,2025,48,3.5,66700,0,12213368,84,27,12,2,30,0,550,25,33,0,0,810375000.0,67003300000.0,32140443,527968.0,1906.0,9031464.0,610668.0,20000.0,15.0,0.0,0.0,7.0,0.0,15.0,10.0,0.0,0.0,0.0,1.0,12.0,1.0,6343500000.0,923361750.0,6883000.0,30.0,10.0,71300.0,0.0,36.0,0.0,15000.0,60000.0,3000000000.0,189432000.0,189432000.0,478555000000.0,0.0,165000.0,0.0,1601.0,1.2094553551839984,2.0752669774962342,3.6402734088014905,0.03277641277641278,0.0,0.015875668482006167,0.006440236141991873,0.015083798882681562,0.013498312710911137,0.002178649237472767,0.005134348793428034,0.0,0.0011891425669658237,0.0014989806931286725,0.04376657824933687,0.0,0.0,0.0008898183882205979,0.001977669856548368,0.022461916621305263,0.030837741817922985,0.009431908155186065,0.06995815858754453,0.04134602507727498,0.016485262199335694,0.0
Zambia,Lusaka,Africa,Africa,Neutral/Other,Non-NATO,2025,48,3.5,15150,0,7279691,77,0,0,13,32,35,424,67,0,0,0,394240000.0,76493000000.0,20799116,752618.0,0.0,4139024.0,374384.0,1200.0,34.0,0.0,0.0,0.0,12.0,30.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,13200000000.0,2861000000.0,7051000.0,2.0,0.0,67671.0,3126.0,119.0,0.0,0.0,34000.0,0.0,0.0,0.0,0.0,831000.0,823000.0,944999000.0,6043.0,0.5153935654242872,0.7283963414598966,5.384844240495606,0.007444717444717445,0.0,0.009418311095529836,0.005903549796825884,0.0,0.0,0.014161220043572986,0.005476638712989902,0.005147058823529412,0.0008676147484300001,0.004017268257584842,0.0,0.0,0.0,0.0004248558078003455,0.0022816150911241567,0.014445027189817364,0.04397707200042953,0.0,0.02714954581089759,0.01451200916642104,0.024385687347692715,0.0
Zimbabwe,Harare,Africa,Africa,Neutral/Other,Non-NATO,2025,48,3.5,29000,0,6517134,95,13,0,14,28,15,828,0,0,0,0,530800000.0,58583000000.0,17150352,390757.0,0.0,3721626.0,360157.0,21800.0,40.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11000000000.0,115530000.0,6561000.0,0.0,0.0,97267.0,3427.0,144.0,0.0,800.0,29000.0,0.0,0.0,0.0,0.0,3877000.0,4479000.0,502000000.0,3229.0,0.9060648993735383,1.6909273932103552,6.413862525970313,0.014250614250614252,0.0,0.008420251620505585,0.007283600398681285,0.007262569832402234,0.0,0.01525054466230937,0.004792058873866164,0.0022058823529411764,0.0018985452142115296,0.0,0.0,0.0,0.0,0.0005774392001662597,0.0017079763932462068,0.011865810705750417,0.02281254424983081,0.0,0.051245524158530883,0.033688738442643786,0.029045676952579688,0.0
